record_id,district,place_name,latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,water_supply,electricity,road_quality,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,water_presence_flag,historical_flood_count,infrastructure_score,nearest_hospital_km,nearest_evac_km,flood_risk_score,flood_occurrence_current_event,inundation_area_sqm,is_good_to_live,reason_not_good_to_live,is_synthetic,generation_date
F116181,Hambantota,Uduvila Central,9.555302,80.683118,30,6514.1,Urban,Silty,Municipal,Grid,Fair,276,1.0,Urban,18.2,197.4,0.761,0.102,0.037,Unlikely,0,45,3.69,2.17,22.21,No,0,Yes,,True,2025-11-20
F116182,Puttalam,Kudakanda South,7.979872,80.473623,11,1119.4,Bare Soil,Loamy,Municipal,Mixed,Fair,680,46.0,Rural,11.2,177.7,0.533,0.065,0.093,Unlikely,0,17,1.14,10.28,32.9,No,0,No,Poor infrastructure,True,2025-11-23
F116183,Galle,Nayakanda North,9.519781,80.448552,64,682.3,Agriculture,Silty,Rainwater harvesting,Mixed,No road access,2379,48.6,Urban,11.5,53.2,0.582,0.533,0.053,Unlikely,0,44,0.24,3.3,7.79,No,0,No,No road access,True,2024-10-16
F116184,Mullaitivu,Mahanuwara West,9.130201,81.139724,65,1104.1,Bare Soil,Sandy,Well,Grid,Good (paved),149,5.2,Rural,94.3,184.0,0.7,0.134,0.021,Unlikely,0,73,7.12,4.74,20.72,No,0,Yes,,True,2024-08-14
F116185,Polonnaruwa,Pahalakumbura North,8.635407,80.640139,66,1231.1,Scrub,Loamy,Municipal,Grid,Good (paved),697,44.2,Rural,15.1,52.8,0.606,0.272,0.083,Unlikely,0,63,8.31,8.25,5.76,No,0,Yes,,True,2024-01-25
F116186,Hambantota,Uduthota North,5.940522,80.114614,112,452.6,Plantation,Clay,Rainwater harvesting,Grid,Good (paved),845,1.0,Rural,2.3,4.3,0.573,0.504,0.37,Likely,0,65,7.86,5.47,8.41,No,0,Yes,,True,2024-12-12
F116187,Colombo,Polawatta East,6.406252,81.880721,5,1603.5,Urban,Clay,Well,Grid,Good (paved),1749,24.4,Urban,30.2,319.2,0.799,0.247,0.279,Likely,0,18,0.97,6.26,44.55,No,0,No,Poor infrastructure,True,2024-09-13
F116188,Trincomalee,Galamulla South,6.344887,79.752027,115,3342.7,Agriculture,Silty,Municipal,Grid,Good (paved),919,14.2,Rural,0.3,479.8,0.378,0.513,-0.421,Unlikely,0,60,5.37,3.54,40.94,No,0,Yes,,True,2024-03-19
F116189,Batticaloa,Welithota North,8.917813,80.820222,30,945.9,Bare Soil,Peaty,Municipal,Mixed,Good (paved),10,16.1,Rural,41.7,373.6,0.503,-0.025,0.438,Likely,0,48,2.0,1.65,42.28,No,0,Yes,,True,2025-05-17
F116190,Puttalam,Udugama East,8.727657,81.659602,45,1096.6,Agriculture,Silty,Municipal,None,Poor (unpaved),635,37.0,Rural,93.1,528.4,0.549,-0.024,0.021,Unlikely,0,11,0.22,8.32,60.1,Yes,63669,No,High flood risk; Poor infrastructure,True,2025-07-10
F116191,Puttalam,Pananuwara,8.354859,79.763841,94,2727.9,Plantation,Peaty,Surface water,Grid,Fair,464,21.8,Rural,197.5,215.2,0.348,0.347,-0.118,Unlikely,0,20,17.57,5.59,43.29,No,0,No,Poor infrastructure,True,2025-07-23
F116192,Monaragala,Kirimulla Central,9.507374,80.041687,128,679.8,Urban,Sandy,Municipal,Grid,Fair,443,36.8,Urban,68.3,269.7,0.499,-0.282,0.212,Likely,0,50,1.11,7.64,31.16,No,0,Yes,,True,2024-01-28
F116193,Anuradhapura,Welipola West,6.730875,81.262101,19,267.5,Agriculture,Peaty,Well,Grid,Fair,247,31.2,Rural,107.3,228.2,0.726,-0.05,-0.117,Unlikely,1,39,19.54,5.24,51.95,No,0,Yes,,True,2025-02-13
F116194,Gampaha,Udukumbura Central,7.911456,80.099714,9,4474.3,Forest,Silty,Municipal,Off-grid (solar),Poor (unpaved),1776,54.4,Urban,39.4,207.9,0.948,0.785,0.031,Unlikely,2,46,9.21,1.14,36.2,No,0,Yes,,True,2025-02-13
F116195,Ratnapura,Mahamulla South,9.710708,79.866398,47,756.9,Forest,Silty,Well,Grid,Good (paved),513,34.6,Rural,41.9,55.2,0.506,0.264,0.024,Unlikely,0,78,27.46,1.91,8.56,No,0,Yes,,True,2025-01-08
F116196,Ratnapura,Panawatta East,7.214979,80.171824,123,2366.3,Agriculture,Peaty,Tube-well,Grid,No road access,10,37.9,Rural,4.3,198.5,0.66,-0.165,-0.233,Unlikely,0,27,0.37,4.35,19.57,No,0,No,Poor infrastructure; No road access,True,2025-03-12
F116197,Trincomalee,Udumulla Central,7.480436,80.950205,49,3807.3,Wetland,Sandy,Municipal,Off-grid (solar),Fair,564,38.7,Rural,19.6,478.6,0.556,0.388,0.358,Likely,0,72,13.81,5.52,41.32,No,0,Yes,,True,2024-01-21
F116198,Batticaloa,Kirithota East,6.828987,80.085622,5,3417.7,Wetland,Clay,Well,Grid,Good (paved),730,34.1,Rural,48.2,223.9,0.354,0.122,0.621,Likely,1,62,0.26,2.08,41.44,No,0,Yes,,True,2024-10-02
F116199,Kandy,Kirinuwara West,6.910999,80.14935,837,1372.4,Agriculture,Loamy,Municipal,Grid,Good (paved),1404,44.7,Urban,50.4,148.7,0.895,0.162,0.12,Likely,0,80,4.09,3.49,12.72,No,0,Yes,,True,2024-03-15
F116200,Colombo,Welikanda East,6.658208,81.704283,2,4091.9,Urban,Silty,Rainwater harvesting,Grid,Good (paved),1227,23.9,Urban,24.4,368.8,0.793,-0.044,-0.119,Unlikely,0,61,2.32,21.48,44.74,No,0,Yes,,True,2024-07-22
F116201,Kilinochchi,Panawatta,7.44154,81.013149,39,43.5,Agriculture,Peaty,Municipal,Grid,Fair,434,48.8,Rural,150.0,88.1,0.64,-0.341,-0.201,Unlikely,1,51,18.91,1.81,39.08,No,0,Yes,,True,2023-12-22
F116202,Hambantota,Ihalakumbura North,8.056458,80.78641,87,1992.4,Wetland,Loamy,Municipal,Grid,Fair,10,11.6,Rural,24.6,149.4,0.834,-0.027,0.273,Likely,0,58,1.45,5.45,11.35,No,0,Yes,,True,2024-10-01
F116203,Kilinochchi,Ihalakanda,9.408094,81.179836,134,700.8,Urban,Sandy,Well,Grid,Fair,537,7.6,Urban,84.0,335.3,0.469,0.28,0.191,Likely,0,43,1.41,9.06,37.73,No,0,Yes,,True,2024-11-15
F116204,Matale,Panavila East,7.375115,81.864462,567,4778.0,Plantation,Loamy,Well,Mixed,Fair,665,34.5,Rural,62.5,238.5,0.169,0.222,0.383,Likely,0,71,2.23,13.17,29.06,No,0,Yes,,True,2024-02-27
F116205,Jaffna,Pananuwara South,9.329306,80.017512,65,999.6,Agriculture,Silty,Surface water,Grid,Fair,766,16.5,Rural,12.7,266.3,0.265,-0.018,-0.726,Unlikely,0,38,7.94,2.82,27.84,No,0,Yes,,True,2024-10-04
F116206,Polonnaruwa,Panamedura Central,7.65543,80.409582,64,16.6,Agriculture,Silty,Tube-well,Grid,Good (paved),10,23.0,Rural,7.1,329.1,0.577,0.428,0.465,Likely,1,62,0.66,2.87,39.82,No,0,Yes,,True,2023-12-11
F116207,Colombo,Udaramulla North,6.764841,80.557134,106,2743.5,Forest,Loamy,Tube-well,Mixed,Poor (unpaved),2794,19.7,Urban,45.2,115.6,0.56,0.642,-0.031,Unlikely,0,34,10.53,2.76,16.14,No,0,Yes,,True,2025-08-17
F116208,Anuradhapura,Polawatta East,9.23916,80.340666,83,373.0,Forest,Clay,Surface water,Grid,Poor (unpaved),421,38.9,Rural,239.7,393.9,0.569,0.645,-0.082,Unlikely,0,27,10.86,13.11,70.35,Yes,40887,No,High flood risk; Poor infrastructure,True,2023-12-20
F116209,Monaragala,Uduwatta West,8.33701,80.540002,74,3347.6,Plantation,Loamy,Municipal,Grid,No road access,883,26.2,Rural,69.9,440.2,0.165,0.174,-0.132,Unlikely,0,53,8.06,12.44,48.03,No,0,No,No road access,True,2025-03-19
F116210,Matara,Panakumbura East,9.431464,80.941498,145,1601.4,Forest,Loamy,Municipal,Grid,Fair,450,7.7,Rural,94.7,445.3,0.712,0.254,0.15,Likely,0,31,3.2,21.49,46.74,No,0,Yes,,True,2025-06-18
F116211,Batticaloa,Polakanda,6.569499,80.753568,92,2355.8,Wetland,Silty,Municipal,Grid,Fair,186,1.0,Rural,30.1,179.4,0.164,0.282,0.388,Likely,0,35,3.64,1.8,22.87,No,0,Yes,,True,2024-12-25
F116212,Trincomalee,Weligama East,7.170611,81.885189,93,6054.8,Agriculture,Sandy,Municipal,Grid,Poor (unpaved),523,19.9,Rural,36.0,100.5,0.229,0.009,0.322,Likely,0,34,1.3,2.44,17.28,No,0,Yes,,True,2025-08-14
F116213,Ampara,Pahalawatta,6.70961,81.6354,125,826.0,Plantation,Loamy,Municipal,Mixed,Good (paved),740,1.0,Rural,41.4,62.9,0.89,0.39,-0.182,Unlikely,0,6,17.89,3.29,9.93,No,0,No,Poor infrastructure,True,2023-12-14
F116214,Ratnapura,Nayathota Central,9.149661,80.990681,10,931.0,Urban,Loamy,Rainwater harvesting,Off-grid (solar),Good (paved),752,22.8,Urban,24.6,136.2,0.282,-0.205,0.625,Likely,0,51,2.21,2.21,29.03,No,0,Yes,,True,2024-08-09
F116215,Gampaha,Udumulla South,6.048877,80.10094,132,1861.1,Agriculture,Silty,Tube-well,Grid,Good (paved),1630,29.2,Urban,48.7,224.6,0.494,0.55,0.239,Likely,0,50,2.62,13.82,25.11,No,0,Yes,,True,2025-01-04
F116216,Mullaitivu,Ihalavila South,9.333529,80.776163,128,1035.3,Agriculture,Sandy,Municipal,Grid,Good (paved),805,15.8,Rural,155.3,311.3,0.234,-0.087,0.009,Unlikely,0,71,3.44,2.15,42.82,No,0,Yes,,True,2025-02-08
F116217,Polonnaruwa,Panavila West,7.077074,79.766193,64,1724.9,Wetland,Peaty,Well,Grid,Good (paved),114,4.5,Rural,227.4,154.1,0.819,-0.019,0.372,Likely,0,95,2.9,2.08,28.12,No,0,Yes,,True,2024-11-11
F116218,Kilinochchi,Kudawatta West,6.149192,81.427433,46,7537.8,Agriculture,Clay,Municipal,Grid,Good (paved),541,1.0,Rural,121.3,250.6,0.444,-0.221,-0.041,Unlikely,0,68,2.17,5.11,33.02,No,0,Yes,,True,2024-10-05
F116219,Anuradhapura,Nayapitiya North,8.540352,81.630205,77,510.6,Urban,Silty,Municipal,Grid,Fair,247,20.7,Urban,89.3,161.4,0.58,0.435,0.149,Likely,0,62,9.03,3.44,21.42,No,0,Yes,,True,2025-07-15
F116220,Trincomalee,Welipola East,7.607964,81.838414,28,941.5,Scrub,Loamy,Tube-well,Mixed,No road access,625,37.3,Rural,51.2,432.5,0.493,0.067,-0.125,Unlikely,0,45,4.96,5.82,50.2,Yes,185975,No,No road access,True,2024-10-07
F116221,Nuwara Eliya,Nayawatta North,6.139233,80.157564,563,515.1,Agriculture,Peaty,Well,Grid,Fair,459,1.0,Rural,202.8,490.3,0.302,0.49,-0.007,Unlikely,0,27,15.21,1.2,65.47,Yes,59567,No,High flood risk; Poor infrastructure,True,2024-11-22
F116222,Matara,Nayapola,7.464764,80.234631,14,1880.3,Scrub,Clay,Well,Off-grid (solar),Good (paved),10,4.1,Rural,80.7,90.9,0.459,0.382,-0.203,Unlikely,0,37,3.76,5.04,28.36,No,0,Yes,,True,2025-06-05
F116223,Matara,Udukanda South,9.465112,81.623017,66,511.3,Scrub,Silty,Surface water,Grid,Fair,298,10.4,Rural,104.9,393.2,0.517,0.215,-0.026,Unlikely,0,46,6.05,6.99,44.01,No,0,Yes,,True,2025-05-15
F116224,Colombo,Mahanuwara Central,8.065985,80.158866,7,168.5,Plantation,Loamy,Well,Grid,Fair,1224,41.8,Urban,33.2,15.5,0.458,0.915,0.073,Unlikely,1,61,6.03,5.92,31.42,No,0,Yes,,True,2024-05-28
F116225,Colombo,Galapola South,8.08514,80.674432,37,1301.1,Forest,Loamy,Surface water,Grid,Good (paved),2077,24.3,Urban,112.0,209.6,0.837,0.664,-0.005,Unlikely,0,21,18.89,1.91,33.31,No,0,No,Poor infrastructure,True,2025-07-12
F116226,Matale,Galakanda Central,6.447017,80.800265,964,1431.2,Plantation,Loamy,Well,Grid,Poor (unpaved),156,13.0,Rural,89.8,300.7,0.398,0.014,-0.198,Unlikely,0,35,10.46,2.78,37.21,No,0,Yes,,True,2024-11-17
F116227,Kilinochchi,Udaragama South,8.636,81.094969,2,3246.3,Agriculture,Silty,Tube-well,Grid,Fair,321,33.5,Rural,37.7,228.6,0.208,-0.263,0.088,Unlikely,0,48,16.22,10.83,42.02,No,0,Yes,,True,2025-06-08
F116228,Galle,Nayagama East,6.317474,81.615785,28,874.2,Forest,Silty,Surface water,None,Good (paved),1750,54.4,Urban,221.4,215.9,0.203,0.184,0.468,Likely,0,42,0.41,6.6,53.22,Yes,151769,Yes,,True,2024-06-23
F116229,Matale,Polamedura,6.82933,80.840097,943,4946.9,Agriculture,Silty,Well,Mixed,Fair,411,26.1,Rural,29.6,317.9,0.527,0.251,0.244,Likely,0,54,3.1,3.53,30.09,No,0,Yes,,True,2024-10-23
F116230,Kandy,Kirigama,8.33085,80.860817,560,8553.3,Forest,Peaty,Municipal,Grid,Poor (unpaved),1961,9.9,Urban,252.0,328.3,0.297,0.536,0.09,Unlikely,0,53,1.41,9.07,54.78,No,0,Yes,,True,2024-05-02
F116231,Colombo,Welivila North,8.272006,81.823493,29,6475.9,Agriculture,Peaty,Well,Grid,Good (paved),1080,29.8,Urban,58.7,230.6,0.27,-0.044,0.192,Likely,0,74,2.95,5.26,32.78,No,0,Yes,,True,2024-05-19
F116232,Gampaha,Polapitiya Central,8.856536,81.006356,103,3529.3,Wetland,Sandy,Surface water,Grid,Good (paved),1614,60.5,Urban,58.9,464.2,0.442,0.212,-0.035,Likely,0,45,3.65,3.09,48.68,Yes,67968,Yes,,True,2025-03-20
F116233,Colombo,Ihalamedura East,7.804568,81.842136,248,746.0,Bare Soil,Loamy,Well,Grid,Good (paved),1670,53.9,Urban,136.6,83.5,0.595,0.09,0.187,Likely,0,71,19.1,7.32,20.26,No,0,Yes,,True,2024-04-24
F116234,Kandy,Kudathota West,6.684839,80.382989,591,537.2,Urban,Sandy,Tube-well,Grid,Good (paved),1073,45.1,Urban,36.7,375.4,0.1,-0.26,0.235,Likely,0,59,15.7,0.4,40.31,No,0,Yes,,True,2025-07-01
F116235,Nuwara Eliya,Polapitiya West,8.440343,81.393974,1854,114.4,Urban,Sandy,Surface water,None,Good (paved),632,53.6,Urban,149.9,1.6,0.285,0.01,-0.095,Unlikely,1,34,0.21,1.9,34.05,No,0,Yes,,True,2024-04-19
F116236,Ampara,Udumulla North,6.633695,81.347478,8,2760.3,Plantation,Clay,Well,Grid,Good (paved),192,1.0,Rural,64.6,342.2,0.501,0.344,0.153,Likely,0,65,7.52,11.41,46.12,Yes,148598,Yes,,True,2025-01-24
F116237,Matale,Kiriwatta West,8.827587,81.08122,87,882.4,Urban,Sandy,Rainwater harvesting,Grid,Poor (unpaved),432,10.9,Urban,43.3,455.1,0.585,0.119,-0.051,Unlikely,0,48,5.5,5.64,42.15,No,0,Yes,,True,2025-05-06
F116238,Ampara,Kudakanda Central,6.087439,81.535237,5,6877.6,Forest,Silty,Municipal,Grid,Good (paved),224,12.8,Rural,85.3,416.9,0.267,0.555,0.233,Likely,0,61,1.82,0.16,58.64,No,0,Yes,,True,2025-05-19
F116239,Matale,Uduthota North,8.791858,81.194598,967,1157.2,Urban,Silty,Surface water,Grid,Good (paved),297,34.5,Urban,84.8,74.5,0.622,0.575,-0.015,Unlikely,0,79,4.6,2.74,12.29,No,0,Yes,,True,2024-10-28
F116240,Kandy,Polawatta South,7.796583,81.194499,189,319.2,Wetland,Sandy,Surface water,Grid,Fair,1776,22.7,Urban,174.1,509.3,0.89,0.078,0.574,Likely,1,37,1.75,4.85,70.89,Yes,242046,No,High flood risk,True,2024-08-05
F116241,Nuwara Eliya,Nayapitiya,9.398185,80.638941,1373,4029.3,Forest,Loamy,Municipal,Grid,Fair,199,17.0,Rural,155.9,378.4,0.976,0.633,0.211,Likely,0,6,2.7,7.83,47.61,No,0,No,Poor infrastructure,True,2025-05-29
F116242,Ratnapura,Kudanuwara East,6.293536,79.885795,15,1208.6,Forest,Clay,Municipal,Grid,Fair,502,34.7,Rural,43.6,34.4,0.804,0.478,-0.105,Unlikely,0,36,1.76,11.47,17.82,No,0,Yes,,True,2025-10-23
F116243,Batticaloa,Kudamulla Central,9.946322,80.044234,119,626.0,Urban,Loamy,Municipal,Grid,Good (paved),679,10.0,Urban,11.3,358.4,0.42,-0.261,-0.426,Unlikely,0,36,6.64,1.61,33.7,No,0,Yes,,True,2024-09-28
F116244,Matara,Panawatta East,8.887686,80.406486,129,1803.2,Forest,Clay,Rainwater harvesting,Grid,No road access,489,36.7,Rural,51.9,324.0,0.144,0.508,0.19,Likely,0,43,13.88,4.92,38.29,No,0,No,No road access,True,2024-08-13
F116245,Kilinochchi,Galakumbura Central,6.810738,80.038011,93,2165.2,Plantation,Loamy,Municipal,Mixed,Good (paved),217,52.5,Rural,75.1,106.8,0.358,0.155,0.002,Unlikely,0,68,4.91,0.9,18.65,No,0,Yes,,True,2024-07-21
F116246,Trincomalee,Nayapola Central,6.87393,81.717504,42,118.6,Agriculture,Clay,Municipal,Grid,Fair,563,15.8,Rural,119.6,234.0,0.545,0.309,0.379,Likely,0,35,6.79,4.74,45.7,No,0,Yes,,True,2024-02-18
F116247,Kegalle,Kiripola North,7.281082,81.31975,22,69.0,Urban,Clay,Well,None,Good (paved),10,10.7,Urban,119.7,369.4,0.473,0.244,-0.063,Unlikely,2,38,0.13,26.35,67.16,No,0,No,High flood risk,True,2024-07-17
F116248,Ratnapura,Panamedura,8.31352,79.810598,7,715.3,Agriculture,Clay,Well,Grid,Fair,10,9.3,Rural,96.9,238.3,0.38,-0.179,0.303,Likely,0,5,7.82,0.54,48.61,No,0,No,Poor infrastructure,True,2024-12-07
F116249,Monaragala,Pahalamulla Central,7.837245,80.947375,37,292.2,Wetland,Clay,Municipal,Grid,Fair,190,14.4,Rural,265.7,201.2,0.862,-0.046,0.421,Likely,1,38,8.31,8.21,58.04,Yes,236201,Yes,,True,2024-08-20
F116250,Matara,Mahapola East,6.145637,80.28723,12,6308.0,Agriculture,Silty,Municipal,Grid,No road access,55,11.6,Rural,171.6,194.5,0.637,-0.127,0.186,Likely,0,42,4.53,8.02,44.78,No,0,No,No road access,True,2025-04-22
F116251,Kegalle,Udupitiya East,9.264046,80.314026,114,310.7,Plantation,Loamy,Municipal,Grid,Good (paved),988,30.3,Rural,26.2,464.3,0.625,0.402,-0.338,Unlikely,0,65,3.77,3.05,50.08,No,0,Yes,,True,2024-05-24
F116252,Hambantota,Kiripitiya South,9.163946,80.691967,85,1922.3,Bare Soil,Peaty,Rainwater harvesting,Grid,Good (paved),513,48.4,Rural,33.2,182.1,0.454,0.05,0.321,Likely,0,85,7.74,8.05,17.88,No,0,Yes,,True,2024-08-24
F116253,Gampaha,Kudapola North,7.279504,80.283757,22,554.2,Urban,Clay,Well,Grid,Poor (unpaved),1805,21.2,Urban,10.2,125.8,0.157,0.284,0.152,Likely,0,37,0.62,8.13,25.69,No,0,Yes,,True,2025-10-27
F116254,Colombo,Polapola Central,8.372376,79.773235,16,1412.9,Agriculture,Silty,Municipal,Grid,Good (paved),2350,58.4,Urban,139.7,45.4,0.67,-0.126,0.193,Likely,0,95,1.56,4.85,24.67,No,0,Yes,,True,2025-02-08
F116255,Matale,Mahanuwara North,7.502554,79.719529,68,1006.7,Wetland,Loamy,Municipal,Off-grid (solar),No road access,341,32.9,Rural,88.7,189.5,0.393,0.797,0.104,Likely,0,44,0.54,6.65,27.98,No,0,No,No road access,True,2024-03-25
F116256,Vavuniya,Nayapola,9.484194,80.688319,68,3357.9,Agriculture,Clay,Tube-well,Grid,Poor (unpaved),519,1.0,Rural,130.6,238.9,0.222,-0.055,0.712,Likely,0,36,0.91,19.02,37.2,No,0,Yes,,True,2025-02-27
F116257,Kegalle,Mahamulla Central,9.337971,79.877936,152,3277.9,Agriculture,Sandy,Rainwater harvesting,Grid,Good (paved),663,11.4,Rural,142.5,402.1,0.346,0.296,0.436,Likely,0,85,5.16,16.29,46.37,No,0,Yes,,True,2024-01-31
F116258,Batticaloa,Pahalakanda South,7.332941,81.782401,85,2419.7,Agriculture,Loamy,Well,Grid,Poor (unpaved),10,49.9,Rural,36.4,100.2,0.333,0.491,0.236,Likely,0,52,3.15,1.36,15.95,No,0,Yes,,True,2024-03-21
F116259,Matale,Panapola Central,9.455659,81.320053,138,408.6,Scrub,Sandy,Rainwater harvesting,Grid,Poor (unpaved),286,24.7,Rural,146.3,349.8,0.591,0.223,-0.226,Unlikely,0,51,0.99,8.97,54.0,No,0,Yes,,True,2024-03-08
F116260,Matale,Udarapola,9.609354,79.700476,589,350.3,Scrub,Sandy,Well,Mixed,Good (paved),338,58.0,Rural,24.0,148.4,0.353,0.393,0.092,Unlikely,1,39,11.21,5.8,32.74,No,0,Yes,,True,2023-12-20
F116261,Gampaha,Udupola North,6.52131,80.305887,53,2747.3,Agriculture,Peaty,Rainwater harvesting,Grid,Fair,691,88.5,Rural,149.9,252.8,0.308,0.138,0.234,Likely,0,29,7.51,0.89,44.5,No,0,No,Poor infrastructure,True,2024-04-19
F116262,Mannar,Ihalakumbura Central,6.996561,81.726119,52,3087.7,Urban,Clay,Rainwater harvesting,Grid,Fair,10,15.8,Urban,24.8,522.6,0.122,-0.036,0.037,Unlikely,0,67,0.48,5.11,48.9,No,0,Yes,,True,2025-09-06
F116263,Mullaitivu,Ihalakumbura East,7.033788,80.648073,29,286.1,Forest,Sandy,Surface water,None,Fair,479,30.6,Rural,30.0,79.8,0.356,0.052,-0.134,Unlikely,0,34,2.87,4.07,30.52,No,0,Yes,,True,2025-08-18
F116264,Kurunegala,Galamedura North,9.912268,80.109029,18,162.4,Agriculture,Clay,Well,Grid,Poor (unpaved),255,2.6,Rural,87.7,270.1,0.356,-0.142,-0.132,Unlikely,1,41,1.26,3.02,55.85,Yes,114560,Yes,,True,2024-03-23
F116265,Colombo,Udaramulla South,8.691982,79.848855,2,472.0,Scrub,Sandy,Well,Grid,Good (paved),1957,30.7,Urban,116.1,152.6,0.285,0.22,0.334,Likely,1,51,0.72,3.61,54.81,Yes,155924,Yes,,True,2024-06-28
F116266,Galle,Kiripola,6.605021,80.386082,42,305.5,Wetland,Sandy,Well,Grid,Good (paved),1564,44.6,Urban,122.1,282.8,0.379,0.105,0.438,Likely,0,45,3.99,13.45,52.12,Yes,204683,Yes,,True,2025-12-03
F116267,Kegalle,Galakumbura East,7.672974,80.055745,23,45.3,Plantation,Peaty,Tube-well,Grid,Good (paved),369,34.2,Rural,13.9,135.3,0.933,0.475,0.124,Likely,0,37,1.15,1.59,29.44,No,0,Yes,,True,2024-06-04
F116268,Trincomalee,Kirigama South,8.393503,81.669797,107,2181.5,Agriculture,Silty,Well,Grid,Good (paved),752,28.3,Rural,77.9,21.6,0.088,-0.03,-0.565,Unlikely,1,67,28.01,6.5,15.92,No,0,Yes,,True,2024-09-29
F116269,Puttalam,Welithota South,8.649345,81.465906,17,885.7,Agriculture,Silty,Municipal,Grid,Fair,946,7.4,Rural,27.2,380.0,0.116,0.117,0.309,Likely,0,26,12.44,0.21,50.9,No,0,No,Poor infrastructure,True,2024-10-19
F116270,Puttalam,Kudamulla West,6.82531,79.75929,72,524.1,Agriculture,Clay,Surface water,Mixed,Good (paved),190,16.7,Rural,167.7,510.8,0.148,-0.378,0.129,Likely,0,63,8.32,11.48,62.39,No,0,No,High flood risk,True,2025-11-06
F116271,Matale,Uduwatta Central,8.759228,79.76615,1041,331.9,Forest,Loamy,Surface water,Grid,Good (paved),16,35.8,Rural,174.3,457.7,0.495,0.389,0.319,Likely,0,62,4.77,4.99,66.21,Yes,78197,No,High flood risk,True,2025-11-11
F116272,Hambantota,Mahawatta South,9.237825,80.748802,13,1053.5,Forest,Clay,Municipal,Grid,Fair,1100,22.5,Urban,37.0,52.7,0.535,0.332,0.304,Likely,0,50,5.68,3.7,19.97,No,0,Yes,,True,2025-02-17
F116273,Puttalam,Ihalathota,7.201531,80.353195,90,4786.6,Agriculture,Loamy,Municipal,Mixed,Fair,366,27.9,Rural,44.6,327.4,0.601,0.298,0.344,Likely,0,34,4.76,4.66,33.73,No,0,Yes,,True,2024-04-22
F116274,Kilinochchi,Panagama East,8.619145,80.285042,40,501.7,Agriculture,Loamy,Surface water,Grid,Poor (unpaved),502,26.1,Rural,210.1,414.9,0.057,0.353,0.176,Likely,0,36,6.71,1.86,65.72,No,0,No,High flood risk,True,2025-08-02
F116275,Ampara,Panawatta West,8.097438,81.758594,69,1366.4,Scrub,Loamy,Well,Grid,Fair,315,4.2,Rural,16.3,300.6,0.201,0.175,0.272,Likely,0,17,3.93,4.46,33.18,No,0,No,Poor infrastructure,True,2024-07-03
F116276,Badulla,Polathota East,6.505071,80.244079,849,1110.5,Urban,Silty,Municipal,Grid,Good (paved),646,41.9,Urban,3.0,569.4,0.571,0.399,-0.137,Unlikely,0,78,2.84,4.73,46.33,No,0,Yes,,True,2024-10-08
F116277,Mullaitivu,Mahanuwara East,6.161281,81.219394,10,1083.0,Bare Soil,Loamy,Municipal,Grid,Fair,677,8.3,Rural,44.0,24.8,0.612,-0.021,0.12,Likely,0,37,0.44,0.54,19.06,No,0,Yes,,True,2024-10-05
F116278,Kilinochchi,Panamulla Central,6.458988,79.833896,96,5669.4,Forest,Sandy,Municipal,Grid,Poor (unpaved),17,28.9,Rural,46.2,103.0,0.806,0.013,-0.166,Unlikely,0,63,6.1,0.64,10.29,No,0,Yes,,True,2024-09-14
F116279,Batticaloa,Pahalathota East,9.742215,80.90946,10,10.4,Urban,Loamy,Municipal,Grid,No road access,756,1.0,Urban,126.5,248.5,0.714,-0.021,0.193,Likely,0,40,4.64,6.41,54.27,No,0,No,No road access,True,2025-02-23
F116280,Gampaha,Udarapola,7.506704,81.694608,51,4032.8,Agriculture,Peaty,Well,Mixed,Fair,706,24.5,Rural,90.4,509.2,0.627,0.057,0.088,Unlikely,0,66,15.32,4.86,49.83,Yes,215699,Yes,,True,2024-08-08
F116281,Mullaitivu,Pahalapola East,8.692239,80.22805,42,292.9,Forest,Peaty,Well,Grid,Good (paved),168,34.1,Rural,85.9,112.2,0.555,0.317,-0.398,Unlikely,1,63,0.84,25.26,32.7,No,0,Yes,,True,2024-08-08
F116282,Matale,Galapitiya West,9.541811,80.15373,478,445.6,Urban,Peaty,Municipal,Grid,Poor (unpaved),715,1.0,Urban,25.2,268.6,0.365,-0.164,-0.133,Unlikely,0,40,4.11,1.71,37.3,No,0,Yes,,True,2024-04-18
F116283,Monaragala,Welipitiya North,8.233966,80.628911,133,455.2,Agriculture,Sandy,Rainwater harvesting,Grid,Poor (unpaved),167,41.8,Rural,36.6,124.1,0.223,0.239,0.188,Likely,1,25,4.32,11.85,33.86,No,0,No,Poor infrastructure,True,2025-10-22
F116284,Matara,Polavila West,6.545147,81.378749,16,4462.8,Forest,Sandy,Municipal,Grid,Good (paved),390,52.4,Rural,13.2,105.4,0.3,0.045,0.649,Likely,0,53,33.15,3.07,24.62,No,0,Yes,,True,2025-05-27
F116285,Badulla,Polakanda East,8.379136,80.249779,644,3446.8,Agriculture,Silty,Well,Grid,Good (paved),747,10.2,Rural,74.7,388.2,0.663,-0.494,-0.342,Unlikely,0,89,4.04,4.58,34.8,No,0,Yes,,True,2025-04-11
